"URI","Title","RecordId","Authority","Degree","Deity","Denomination","Dynasty","Engraver","Era","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Year","Date Record Modified"
"http://numismatics.org/ocre/id/ric.6.tri.187b","RIC VI Treveri 187b","ric.6.tri.187b","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP MAXIMIANVS AVG","Head of Maximian, laureate, right","Coin","Maximian","","Gallia","GENIO POPV-LI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","296|297","2016-06-24T16:24:19Z"
"http://numismatics.org/ocre/id/ric.6.tri.181b","RIC VI Treveri 181b","ric.6.tri.181b","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP MAXIMIANVS P AVG","Head of Maximian, laureate, right","Coin","Maximian","","Gallia","GENIO POPV-LI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","296|297","2016-06-24T16:24:17Z"
"http://numismatics.org/ocre/id/ric.6.tri.178a","RIC VI Treveri 178a","ric.6.tri.178a","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP DIOCLETIANVS P F AVG","Bust of Diocletian, laureate, cuirassed, left, holding spear (rarely sceptre) over right shoulder and shield on left arm","Coin","Diocletian","","Gallia","GENIO POPV-LI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","296|297","2016-06-24T16:24:16Z"
"http://numismatics.org/ocre/id/ric.6.tri.173b","RIC VI Treveri 173b","ric.6.tri.173b","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP MAXIMIANVS P F AVG","Bust of Maximian, laureate, draped, cuirassed, right","Coin","Maximian","","Gallia","GENIO POPV-LI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","296|297","2016-06-24T16:24:15Z"
"http://numismatics.org/ocre/id/ric.6.tri.172b","RIC VI Treveri 172b","ric.6.tri.172b","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP MAXIMIANVS P F AVG","Bust of Maximian, laureate, cuirassed, right","Coin","Maximian","","Gallia","GENIO POPV-LI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","296|297","2016-06-24T16:24:15Z"
"http://numismatics.org/ocre/id/ric.6.tri.459","RIC VI Treveri 459","ric.6.tri.459","Maximian","","Moneta","AE1","","","","","","Struck","Bronze","Trier","IMP MAXIMIANVS P FEL AVG","Bust of Maximian, laureate, cuirassed, right","Coin","Maximian","","Gallia","M SACRA AVGG ET CAESS NN or M SACRA AV-GG ET CAESS NN or M SACRA AVGG - ET CAESS NN","Moneta, draped, standing left, holding scales in right hand and cornucopiae in left hand","300|301","2016-06-24T16:25:08Z"
"http://numismatics.org/ocre/id/ric.6.tri.160b","RIC VI Treveri 160b","ric.6.tri.160b","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","MAXIMIANVS NOB CAES","Head of Galerius, laureate, left","Coin","Galerius","","Gallia","GENIO POPV-LI ROMANI or GENIO POP-VLI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","295","2016-06-24T16:24:12Z"
"http://numismatics.org/ocre/id/ric.6.tri.155b","RIC VI Treveri 155b","ric.6.tri.155b","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP MAXIMIANVS AVG","Head of Maximian, laureate, left","Coin","Maximian","","Gallia","GENIO POPV-LI ROMANI or GENIO POP-VLI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","295","2016-06-24T16:24:11Z"
"http://numismatics.org/ocre/id/ric.6.tri.151a","RIC VI Treveri 151a","ric.6.tri.151a","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP DIOCLETIANVS P F AVG","Head of Diocletian, laureate, right","Coin","Diocletian","","Gallia","GENIO POPV-LI ROMANI or GENIO POP-VLI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","295","2016-06-24T16:24:10Z"
"http://numismatics.org/ocre/id/ric.6.tri.451","RIC VI Treveri 451","ric.6.tri.451","Maximian","","Moneta","AE1","","","","","","Struck","Bronze","Trier","MAXIMIANVS NOBIL CAES","Bust of Galerius, laureate, cuirassed, right","Coin","Galerius","","Gallia","MONETA •S• AVGG ET CAESS NN or MONETA S AVGG ET CAESS NN or MONETA •S• AV-GG ET CAESS NN","Moneta, draped, standing left, holding scales in right hand and cornucopiae in left hand","300|301","2016-06-24T16:25:07Z"
"http://numismatics.org/ocre/id/ric.6.tri.144","RIC VI Treveri 144","ric.6.tri.144","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP DIOCLETIANVS AVG ET MAXIMIANVS C","Head of Diocletian, laureate, right, sometimes seen from behind, and head of Maximian, laureate, right, sometimes seen from behind","Coin","Diocletian|Maximian","","Gallia","GENIO POPV-LI ROMANI or GENIO POP-VLI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","294","2016-06-24T16:24:08Z"
"http://numismatics.org/ocre/id/ric.6.tri.142a","RIC VI Treveri 142a","ric.6.tri.142a","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP DIOCLETIANVS P AVG","Head of Diocletian, laureate, right, sometimes seen from behind","Coin","Diocletian","","Gallia","GENIO POPV-LI ROMANI or GENIO POP-VLI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","294","2016-06-24T16:24:08Z"
"http://numismatics.org/ocre/id/ric.3.ant.124","RIC III Antoninus Pius 124","ric.3.ant.124","Antoninus Pius","","","Denarius","","","","","","Struck","Silver","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","AED DIVI AVG REST COS IIII","Octostyle temple containing statues of Divus Augustus and Livia","145|161","2014-11-04T11:04:34.229Z"
"http://numismatics.org/ocre/id/ric.6.tri.139a","RIC VI Treveri 139a","ric.6.tri.139a","Maximian","","Genius","AE1","","","","","","Struck","Bronze","Trier","IMP C DIOCLETIANVS P AVG","Head of Diocletian, laureate, right, sometimes seen from behind","Coin","Diocletian","","Gallia","GENIO POPV-LI ROMANI or GENIO POP-VLI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and cornucopiae in left hand","294","2016-06-24T16:24:07Z"
"http://numismatics.org/ocre/id/ric.7.tri.99","RIC VII Treveri 99","ric.7.tri.99","Constantine I","","Sol","AE2|AE3","","","","","","Struck","Bronze","Trier","IMP CONSTANTINVS P AVG","Bust of Constantine I, laureate, cuirassed, right","Coin","Constantine I","","Gallia","SOLI INVIC-TO COMITI","Sol, radiate, chlamys draped across left shoulder, standing left, raising right hand and holding globe in left hand","316","2016-06-24T16:35:27Z"
"http://numismatics.org/ocre/id/ric.6.tri.130","RIC VI Treveri 130","ric.6.tri.130","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","IMP MAXIMIANVS AVG","Head of Maximian, laureate, right","Coin","Maximian|Diocletian|Constantius Chlorus|Galerius","","Gallia","VIRTVS - MILITVM","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","300|301","2016-06-24T16:24:06Z"
"http://numismatics.org/ocre/id/ric.6.tri.124a","RIC VI Treveri 124a","ric.6.tri.124a","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","CONSTANTIVS N C","Bust of Constantius Chlorus, laureate, cuirassed, right","Coin","Constantius Chlorus|Diocletian|Maximian|Galerius","","Gallia","VIRTVS - MILITVM","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","300|301","2016-06-24T16:24:05Z"
"http://numismatics.org/ocre/id/ric.6.tri.444a","RIC VI Treveri 444a","ric.6.tri.444a","Maximian","","Moneta","AE1","","","","","","Struck","Bronze","Trier","IMP DIOCLETIANVS AVG","Bust of Diocletian, laureate, cuirassed, right","Coin","Diocletian","","Gallia","MONETA •S• AVGG ET CAESS NN or MONETA S AVGG ET CAESS NN or MONETA •S• AV-GG ET CAESS NN","Moneta, draped, standing left, holding scales in right hand and cornucopiae in left hand","300|301","2016-06-24T16:25:06Z"
"http://numismatics.org/ocre/id/ric.6.tri.120b","RIC VI Treveri 120b","ric.6.tri.120b","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","MAXIMIANVS N C","Bust of Galerius, laureate, cuirassed, right","Coin","Galerius|Diocletian|Maximian|Constantius Chlorus","","Gallia","VICTORIA - SARMAT","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","300|301","2016-06-24T16:24:04Z"
"http://numismatics.org/ocre/id/ric.6.tri.119a","RIC VI Treveri 119a","ric.6.tri.119a","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","DIOCLETIANVS AVG","Bust of Diocletian, laureate, cuirassed, right","Coin","Diocletian|Maximian|Constantius Chlorus|Galerius","","Gallia","VICTORIA - SARMAT","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","300|301","2016-06-24T16:24:04Z"
"http://numismatics.org/ocre/id/ric.7.tri.86","RIC VII Treveri 86","ric.7.tri.86","Constantine I","","Victory","Solidus","","","","","","Struck","Gold","Trier","CONSTANTI-NVS P F AVG or CONSTAN-TINVS P F AVG or CONSTANT-INVS P F AVG","Head of Constantine I, laureate, right","Coin","Constantine I","","Gallia","VICTO-R-E - AV-G - N","Victory, winged, draped, seated right on cuirass with shield behind, inscribing X/XX on shield supported on knee; before her, trophy flanked by two captives","316","2016-06-24T16:35:25Z"
"http://numismatics.org/ocre/id/ric.6.tri.113","RIC VI Treveri 113","ric.6.tri.113","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","CONSTANTIVS N C","Head of Constantius Chlorus, laureate, left","Coin","Constantius Chlorus|Diocletian|Maximian|Galerius","","Gallia","VIRTVS - MILITVM","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","295|297","2016-06-24T16:24:02Z"
"http://numismatics.org/ocre/id/ric.6.tri.110a","RIC VI Treveri 110a","ric.6.tri.110a","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","CONSTANTIVS NOB C","Head of Constantius Chlorus, laureate, right","Coin","Constantius Chlorus|Diocletian|Maximian|Galerius","","Gallia","VIRTVS - MILITVM","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","295|297","2016-06-24T16:24:01Z"
"http://numismatics.org/ocre/id/ric.6.tri.106b","RIC VI Treveri 106b","ric.6.tri.106b","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","MAXIMIANVS N C","Head of Galerius, laureate, right","Coin","Galerius|Diocletian|Maximian|Constantius Chlorus","","Gallia","VICTORIA - SARMAT","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","295|297","2016-06-24T16:24:00Z"
"http://numismatics.org/ocre/id/ric.6.tri.105b","RIC VI Treveri 105b","ric.6.tri.105b","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","MAXIMIANVS NOB C","Head of Galerius, laureate, right","Coin","Galerius|Diocletian|Maximian|Constantius Chlorus","","Gallia","VICTORIA - SARMAT","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","295|297","2016-06-24T16:24:00Z"
"http://numismatics.org/ocre/id/ric.6.tri.103a","RIC VI Treveri 103a","ric.6.tri.103a","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","CONSTANTIVS NOB C","Head of Constantius Chlorus, laureate, right","Coin","Constantius Chlorus|Diocletian|Maximian|Galerius","","Gallia","VIRTVS - MILITVM","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","294","2016-06-24T16:23:59Z"
"http://numismatics.org/ocre/id/ric.6.tri.101","RIC VI Treveri 101","ric.6.tri.101","Maximian","","","Uncertain value","","","","","","Struck","Silver","Trier","CONSTANTIVS NOB C","Head of Constantius Chlorus, laureate, right","Coin","Constantius Chlorus|Diocletian|Maximian|Galerius","","Gallia","VICTORIA - SARMAT","Diocletian, Maximian, Constantius Chlorus, and Galerius, draped, standing, sacrificing over tripod; behind, gate in six (or eight)-turreted enclosure","294","2016-06-24T16:23:58Z"
"http://numismatics.org/ocre/id/ric.6.tri.437","RIC VI Treveri 437","ric.6.tri.437","Maximian","","Moneta","AE1","","","","","","Struck","Bronze","Trier","IMP DIOCLETIANVS P FEL AVG","Bust of Diocletian, laureate, draped, cuirassed, right, seen from behind","Coin","Diocletian","","Gallia","MONETA •S• AVGG ET CAESS NN or MONETA S AVGG ET CAESS NN or MONETA •S• AV-GG ET CAESS NN","Moneta, draped, standing left, holding scales in right hand and cornucopiae in left hand","300|301","2016-06-24T16:25:04Z"
"http://numismatics.org/ocre/id/ric.6.tri.94b","RIC VI Treveri 94b","ric.6.tri.94b","Maximian","","","Aureus","","","","","","Struck","Gold","Trier","MAXIMIANVS NOB C","Head of Galerius, laureate, right","Coin","Galerius","","Gallia","","VOT / (XX on •) / AVGG / NN within a wreath","295|305","2016-06-24T16:23:57Z"
"http://numismatics.org/ocre/id/ric.6.tri.93a","RIC VI Treveri 93a","ric.6.tri.93a","Maximian","","","Aureus","","","","","","Struck","Gold","Trier","DIOCLETIANVS AVG","Head of Diocletian, laureate, right","Coin","Diocletian","","Gallia","","VOT / (XX on •) / AVGG / NN within a wreath","295|305","2016-06-24T16:23:56Z"
"http://numismatics.org/ocre/id/ric.7.tri.51","RIC VII Treveri 51","ric.7.tri.51","Constantine I","","Mars","AE2|AE3","","","","","","Struck","Bronze","Trier","CONSTANTINVS P F AVG","Bust of Constantine I, laureate, draped, cuirassed, right, seen from behind","Coin","Constantine I","","Gallia","MARTI CON-SERVATORI","Mars, helmeted, draped, cuirassed, cloak spread, standing right, holding reversed vertical spear in right hand and resting left hand on shield","313|315","2016-06-24T16:35:20Z"
"http://numismatics.org/ocre/id/ric.6.tri.80","RIC VI Treveri 80","ric.6.tri.80","Maximian","","Securitas","Aureus","","","","","","Struck","Gold","Trier","DIOCLETIANVS AVG","Head of Diocletian, laureate, right","Coin","Diocletian","","Gallia","SECVRIT-AS ORBIS","Securitas, draped, standing front, head left, crossing legs, raising right hand to head and holding transverse sceptre in left elbow, which leans on column","295|305","2016-06-24T16:23:54Z"
"http://numismatics.org/ocre/id/ric.7.tri.46","RIC VII Treveri 46","ric.7.tri.46","Constantine I","","Sol","AE2|AE3","","","","","","Struck","Bronze","Trier","CONSTANTINVS P F AVG","Bust of Constantine I, laureate, draped, cuirassed, right","Coin","Constantine I","","Gallia","SOLI INVIC-TO COMITI","Sol, radiate, chlamys draped across left shoulder and spread, standing right, head left, raising right hand and holding globe in left hand","313|315","2016-06-24T16:35:19Z"
"http://numismatics.org/ocre/id/ric.6.tri.78b","RIC VI Treveri 78b","ric.6.tri.78b","Maximian","","Salus","Aureus","","","","","","Struck","Gold","Trier","MAXIMIANVS NOB C","Head of Galerius, laureate, right","Coin","Galerius","","Gallia","SALVS AVGG - ET CAESS NN","Salus, draped, standing right, feeding snake held in arms","295|305","2016-06-24T16:23:54Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).504","RIC V Gallienus 504","ric.5.gall(2).504","Gallienus","","Securitas","Antoninianus","","","","","","Struck","Silver","Mediolanum","GALLIENVS AVG","Bust of Gallienus, radiate, cuirassed, right | Head of Gallienus, radiate, left | Head of Gallienus, radiate, right","Coin","Gallienus","","Italy","PERPETVITATI AVG","Securitas, draped, standing left, leaning on column, holding globe in right hand and sceptre in left hand","260|268","2016-06-27T13:35:28.023Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).503","RIC V Gallienus 503","ric.5.gall(2).503","Gallienus","","Pax","Antoninianus","","","","","","Struck","Silver","Mediolanum","GALLIENVS AVG","Bust of Gallienus, radiate, cuirassed, right","Coin","Gallienus","","Italy","PAX AVGVSTI","Pax, draped, standing left, holding spear in right hand and shield in left hand","260|268","2016-06-27T13:35:16.848Z"
"http://numismatics.org/ocre/id/ric.6.tri.72a","RIC VI Treveri 72a","ric.6.tri.72a","Maximian","","Pietas","Aureus","","","","","","Struck","Gold","Trier","DIOCLETIANVS P F AVG","Head of Diocletian, laureate, right","Coin","Diocletian","","Gallia","PIETAS AVGG - ET CAESS NN","Pietas, draped, standing front, head right, holding child in arms; to left, a child with arms raised","295|305","2016-06-24T16:23:52Z"
"http://numismatics.org/ocre/id/ric.1(2).cl.74","RIC I (second edition) Claudius 74","ric.1(2).cl.74","Claudius","","","Denarius","","","","","","Struck","Silver","Rome","NERO CLAVDIVS DRVSVS GERMANICVS IMP","Head of Nero Claudius Drusus, laureate, left","Coin","Drusus the Elder","","Italy","DE GERMANIS","Two shields, two pairs of spears, two trumpets, all crossed; behind; vexillum with flag which is still","41|45","2014-11-04T11:04:01.893Z"
"http://numismatics.org/ocre/id/ric.6.tri.65b","RIC VI Treveri 65b","ric.6.tri.65b","Maximian","","","Aureus","","","","","","Struck","Gold","Trier","MAXIMIANVS P F AVG","Head of Maximian, laureate, right","Coin","Maximian","","Gallia","PACATORES G-E-NTIVM","Maximian, draped, standing front in quadriga, head left, holding branch; leading quadriga, soldier","295|305","2016-06-24T16:23:51Z"
"http://numismatics.org/ocre/id/ric.6.tri.64","RIC VI Treveri 64","ric.6.tri.64","Maximian","","Mars","Aureus","","","","","","Struck","Gold","Trier","CONSTANTIVS N C","Head of Constantius Chlorus, laureate, right","Coin","Constantius Chlorus","","Gallia","MARTI PRO-PVGNATORI","Mars, draped, cuirassed, advancing right, holding transverse spear in right hand and shield in left hand","295|305","2016-06-24T16:23:50Z"
"http://numismatics.org/ocre/id/ric.1(2).tib.44","RIC I (second edition) Tiberius 44","ric.1(2).tib.44","Tiberius","","","Dupondius","","","","","","Struck","Bronze","Rome","TI CAESAR DIVI AVG F AVGVST IMP VIII","Head of Tiberius, bare, left","Coin","Tiberius","","Italy","PONTIF MAXIM TRIBVN POTEST XXIIII","Legend surrounding large S C","22|23","2014-11-04T11:05:17.744Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).501","RIC V Gallienus 501","ric.5.gall(2).501","Gallienus","","Pax","Antoninianus","","","","","","Struck","Silver","Mediolanum","GALLIENVS AVG","Head of Gallienus, radiate, left | Head of Gallienus, radiate, right | Bust of Gallienus, radiate, cuirassed, right","Coin","Gallienus","","Italy","PAX AVG","Pax, draped, walking left, holding olive-branch in right hand and sceptre in left hand","260|268","2016-06-27T13:35:00.968Z"
"http://numismatics.org/ocre/id/ric.6.tri.59","RIC VI Treveri 59","ric.6.tri.59","Maximian","","Mars","Aureus","","","","","","Struck","Gold","Trier","MAXIMIANVS P F AVG","Head of Maximian, laureate, right","Coin","Maximian","","Gallia","MARTI PRO-PVGNA","Bust of Mars, helmeted, cuirassed, right","295|305","2016-06-24T16:23:49Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).496","RIC V Gallienus 496","ric.5.gall(2).496","Gallienus","","Sol","Antoninianus","","","","","","Struck","Silver","Mediolanum","GALLIENVS P AVG","Head of Gallienus, radiate, right","Coin","Gallienus","","Italy","ORIENS AVG","Sol, radiate, nude except for cloak on shoulders, standing left, raising right hand and holding whip in left hand","260|268","2016-06-27T13:34:09.517Z"
"http://numismatics.org/ocre/id/ric.3.m_aur.86","RIC III Marcus Aurelius 86","ric.3.m_aur.86","Marcus Aurelius","","Armenia","Aureus","","","","","","Struck","Gold","Rome","M ANTONINVS AVG ARMEN P M","Bust of Marcus Aurelius, laureate, draped, cuirassed, right","Coin","Marcus Aurelius","","Italy","TR P XVIII IMP II COS III ARMEN","Armenia, seated left on ground, supporting head with right hand and resting left hand on bow; behind her, trophy","163|164","2014-11-04T11:04:26.537Z"
"http://numismatics.org/ocre/id/ric.6.tri.45","RIC VI Treveri 45","ric.6.tri.45","Maximian","","Hercules","Aureus","","","","","","Struck","Gold","Trier","CONSTANTIVS NOB C","Head of Constantius Chlorus, laureate, right","Coin","Constantius Chlorus","","Gallia","HERCVLI CONSER - AVGG ET CAESS NN","Hercules, standing front, head left, leaning on club with right hand holding bow in left hand; over left shoulder, lion's skin","295|305","2016-06-24T16:23:47Z"
"http://numismatics.org/ocre/id/ric.6.tri.43","RIC VI Treveri 43","ric.6.tri.43","Maximian","","Hercules","Aureus","","","","","","Struck","Gold","Trier","MAXIMIANVS P F AVG","Head of Maximian, laureate, right","Coin","Maximian","","Gallia","HERCVLI CONSER - AVGG ET CAESS NN","Hercules, standing front, head left, leaning on club with right hand holding bow in left hand; over left shoulder, lion's skin","295|305","2016-06-24T16:23:47Z"
"http://numismatics.org/ocre/id/ric.1(2).aug.272","RIC I (second edition) Augustus 272","ric.1(2).aug.272","Augustus","","Apollo","Denarius","","","","","","Struck","Silver","Uncertain value","","Head of Apollo, laureate, right","Coin","Octavian","","Italy","IMP CAESAR","Octavian, veiled and draped, driving a yoke of oxen right, whip in left hand","-29|-27","2014-11-04T11:04:47.328Z"
"http://numismatics.org/ocre/id/ric.6.tri.42","RIC VI Treveri 42","ric.6.tri.42","Maximian","","Hercules","Aureus","","","","","","Struck","Gold","Trier","CONSTANTIVS NOB C","Head of Constantius Chlorus, laureate, right","Coin","Constantius Chlorus","","Gallia","HERCV-LI AVGG","Hercules, standing left, leaning on club with right hand and holding lion's skin in left hand","295|305","2016-06-24T16:23:47Z"
"http://numismatics.org/ocre/id/ric.4.sa.268","RIC IV Severus Alexander 268","ric.4.sa.268","Severus Alexander","","Fortuna","Denarius","","","","","","Struck","Silver","Antioch","IMP C M AVR SEV ALEXAND AVG","Bust of Severus Alexander, laureate, draped, right","Coin","Severus Alexander","","Syria","P M TR P II COS P P","Fortuna, draped, standing left, holding rudder in right hand and cornucopiae in left hand; in field, star","223","2017-07-17T15:25:57Z"
"http://numismatics.org/ocre/id/ric.6.tri.33","RIC VI Treveri 33","ric.6.tri.33","Maximian","","","Gold multiple","","","","","","Struck","Gold","Trier","FL VAL CONSTANTIVS NOB CAES","Bust of Constantius Chlorus, laureate, wearing imperial mantle, right, holding eagle-tipped sceptre","Coin","Constantius Chlorus","","Gallia","PIETAS AVGG","Constantius Chlorus, draped, cuirassed, standing right, extending right hand to raise female figure and leaning on spear with left hand; female figure (Britannia?) holding spear and oblong shield; Victory, holding palm in left hand, crowning him from behind","295|305","2016-06-24T16:23:45Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).493","RIC V Gallienus 493","ric.5.gall(2).493","Gallienus","","Mars","Antoninianus","","","","","","Struck","Silver","Mediolanum","GALLIENVS AVG","Bust of Gallienus, helmeted, radiate, cuirassed to waist, left, seen from behind, holding spear in right hand and shield in left hand | Head of Gallienus, radiate, right","Coin","Gallienus","","Italy","MARTI PROPVGNAT","Mars, helmeted, in military attire, walking right, spearing fallen enemy and holding shield","260|268","2016-06-27T13:33:31.487Z"
"http://numismatics.org/ocre/id/ric.7.tri.1","RIC VII Treveri 1","ric.7.tri.1","Constantine I","","","2 Solidus","","","","","","Struck","Gold","Trier","IMP CONSTANTINVS P F AVG","Bust of Constantine I, radiate, draped, cuirassed, right","Coin","Constantine I","","Gallia","AVGG - GLORIA","Gate of Trier, in four turrets, closed; statue of Constantine I standing left in middle, holding sceptre in right hand; captive on either side of gate; in front of river, bridge; in background wall of Trier, three turrets","313|315","2016-06-24T16:35:12Z"
"http://numismatics.org/ocre/id/ric.2.hdn.3A_denarius","RIC II Hadrian 3A (denarius)","ric.2.hdn.3A_denarius","Hadrian","","","Denarius","","","","","","Struck","Silver","Rome","IMP CAES TRAIAN HADRIANO OPT AVG GER DAC","Bust of Hadrian, laureate, draped, right","Coin","Hadrian|Trajan","","Italy","PARTHIC DIVI TRAIAN AVG F P M TR P COS P P ADOPTIO","Trajan and Hadrian both laureate and togate facing one another clasping right hands and holding rolls in their left hands","117","2017-07-17T15:35:33Z"
"http://numismatics.org/ocre/id/ric.6.tri.18","RIC VI Treveri 18","ric.6.tri.18","Maximian","","Jupiter","Aureus","","","","","","Struck","Gold","Trier","DIOCLETIANVS P AVG","Head of Diocletian, laureate, right","Coin","Diocletian","","Gallia","IOVI SON-ERVATORI","Jupiter, nude to waist, seated left, holding thunderbolt in right hand and sceptre in left hand; at feet to left, eagle","293|294","2016-06-24T16:23:43Z"
"http://numismatics.org/ocre/id/ric.2.tr.830","RIC II Trajan 830","ric.2.tr.830","Trajan","","","Aureus","","","","","","Struck","Gold","Rome","DIVVS VESPASIANVS AVG","Head of Divus Vespasian, laureate, right","Coin","Vespasian","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST","Winged thunderbolt set on draped throne","98|117","2014-11-04T11:02:28.463Z"
"http://numismatics.org/ocre/id/ric.2.tr.827","RIC II Trajan 827","ric.2.tr.827","Trajan","","","Aureus","","","","","","Struck","Gold","Rome","IMP CAESAR VESPASIANVS AVG","Head of Vespasian, laureate, right","Coin","Vespasian","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST","Captive kneeling right below trophy","98|117","2014-11-04T11:04:08.603Z"
"http://numismatics.org/ocre/id/ric.2.tr.825","RIC II Trajan 825","ric.2.tr.825","Trajan","","Jupiter|Vesta","Aureus","","","","","","Struck","Gold","Rome","I O M CAPITOLINVS","Bust of Jupiter, laureate, left; palm front","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST","Vesta seated left, holding patera in right hand and torch in left","98|117","2014-11-04T11:05:02.676Z"
"http://numismatics.org/ocre/id/ric.2.tr.822","RIC II Trajan 822","ric.2.tr.822","Trajan","","Spes","Aureus","","","","","","Struck","Gold","Rome","TI CLAVD CAESAR AVG P M TR P VI IMP X","Head of Claudius, laureate, right","Coin","Claudius","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST","Spes walking right, holding flower","98|117","2014-11-04T11:02:14.031Z"
"http://numismatics.org/ocre/id/ric.6.tri.4","RIC VI Treveri 4","ric.6.tri.4","Maximian","","Minerva","Aureus","","","","","","Struck","Gold","Trier","MAXIMIANVS AVG","Head of Maximian, laureate, right","Coin","Maximian","","Gallia","COMES - AVGG","Minerva, helmeted, draped, standing front, head left, leaning on spear with right hand and placing left hand on shield","293|294","2016-06-24T16:23:41Z"
"http://numismatics.org/ocre/id/ric.7.lug.272","RIC VII Lugdunum 272","ric.7.lug.272","Constantine I","","","AE2|AE3","","","","","","Struck","Bronze","Lugdunum","FL DELMA-TIVS NOB CAES","Bust of Dalmatius, laureate, draped, cuirassed, right","Coin","Dalmatius","","Gallia","GLOR-IA EXERC-ITVS","Two soldiers, helmeted, draped, cuirassed, standing facing each other, each holding reversed spear in outer hand and resting inner hand on shield; between them, a standard","335","2016-06-24T16:35:09Z"
