"URI","Title","RecordId","Authority","Degree","Deity","Denomination","Dynasty","Engraver","Era","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Year","Date Record Modified"
"http://numismatics.org/ocre/id/ric.9.tri.53C","RIC IX Treveri 53C","ric.9.tri.53C","Gratian","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N THEODO-SIVS P F AVG","Bust of Theodosius I, pearl-diademed, draped and cuirassed, right","Coin","Theodosius I","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","378|383","2016-10-24T08:51:32Z"
"http://numismatics.org/ocre/id/ric.9.tri.53B","RIC IX Treveri 53B","ric.9.tri.53B","Gratian","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","378|383","2016-10-24T08:51:31Z"
"http://numismatics.org/ocre/id/ric.9.tri.53A","RIC IX Treveri 53A","ric.9.tri.53A","Gratian","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","378|383","2016-10-24T08:51:31Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1059b","RIC II Hadrian 1059b","ric.2.hdn.1059b","Hadrian","","Pannonia","Sestertius","","","","","","Struck","Bronze","Rome","L AELIVS CAESAR","Bust of Lucius Aelius Caesar, bare-headed, draped on left shoulder, right","Coin","Lucius Aelius Caesar","","Italy","TR POT COS II PANNONIA S C","Pannonia, head towered, standing front, head left, holding vexillum in right hand and holding up dress at left side with left hand","137","2017-07-17T15:40:09Z"
"http://numismatics.org/ocre/id/ric.9.tri.51","RIC IX Treveri 51","ric.9.tri.51","Gratian","","","Solidus","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed and draped in imperial mantle, left, holding mappa and short sceptre","Coin","Gratian|Valentinian II","","Gallia","VOTA-PV-BLICA","Gratian and Valentinian II, nimbate, in imperial mantle, seated facing, Gratian holding mappa aloft and globe, Valentinian (?) holding mappa against his breast and globe","378|383","2016-10-24T08:51:31Z"
"http://numismatics.org/ocre/id/ric.9.tri.50","RIC IX Treveri 50","ric.9.tri.50","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N THEODO-SIVS P F AVG","Bust of Theodosius I, pearl-diademed, draped and cuirassed, right","Coin","Theodosius I","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch (but the dress covers both legs)","378|383","2016-10-24T08:51:31Z"
"http://numismatics.org/ocre/id/ric.9.tri.49C","RIC IX Treveri 49C","ric.9.tri.49C","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch (but the emperor on right is smaller and the dress covers both legs)","378|383","2016-10-24T08:51:30Z"
"http://numismatics.org/ocre/id/ric.9.tri.49B","RIC IX Treveri 49B","ric.9.tri.49B","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch (but the emperor on right is smaller and the dress covers both legs)","378|383","2016-10-24T08:51:30Z"
"http://numismatics.org/ocre/id/ric.9.tri.49A","RIC IX Treveri 49A","ric.9.tri.49A","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENS-P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch (but the emperor on right is smaller and the dress covers both legs)","378|383","2016-10-24T08:51:30Z"
"http://numismatics.org/ocre/id/ric.9.tri.48C","RIC IX Treveri 48C","ric.9.tri.48C","Gratian","","","Gold multiple","","","","","","Struck","Gold","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","RESTITVTOR-REIPVBLICAE","Emperor, standing facing, with right hand raising kneeling turreted female, who holds a cornucopiae, and holding labrum in left","378|383","2016-10-24T08:51:29Z"
"http://numismatics.org/ocre/id/ric.9.tri.48A","RIC IX Treveri 48A","ric.9.tri.48A","Gratian","","","Gold multiple","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, rosette-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","RESTITVTOR-REIPVBLICAE","Emperor, standing facing, with right hand raising kneeling turreted female, who holds a cornucopiae, and holding labrum in left","378|383","2016-10-24T08:51:29Z"
"http://numismatics.org/ocre/id/ric.9.tri.47C","RIC IX Treveri 47C","ric.9.tri.47C","Gratian","","Victory","AE3","","","","","","Struck","Bronze","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","GLORIA RO-MANORVM","Victory advancing left, holding wreath and palm","375|378","2016-10-24T08:51:29Z"
"http://numismatics.org/ocre/id/ric.9.tri.47B","RIC IX Treveri 47B","ric.9.tri.47B","Gratian","","Victory","AE3","","","","","","Struck","Bronze","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","GLORIA RO-MANORVM","Victory advancing left, holding wreath and palm","375|378","2016-10-24T08:51:28Z"
"http://numismatics.org/ocre/id/ric.9.tri.47A","RIC IX Treveri 47A","ric.9.tri.47A","Gratian","","Victory","AE3","","","","","","Struck","Bronze","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","GLORIA RO-MANORVM","Victory advancing left, holding wreath and palm","375|378","2016-10-24T08:51:28Z"
"http://numismatics.org/ocre/id/ric.9.tri.46C","RIC IX Treveri 46C","ric.9.tri.46C","Gratian","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","VRBS-ROMA","Roma seated left on cuirass, holding Victory on globe and reversed spear","375|378","2016-10-24T08:51:28Z"
"http://numismatics.org/ocre/id/ric.9.tri.46B","RIC IX Treveri 46B","ric.9.tri.46B","Gratian","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VRBS-ROMA","Roma seated left on cuirass, holding Victory on globe and reversed spear","375|378","2016-10-24T08:51:27Z"
"http://numismatics.org/ocre/id/ric.9.tri.46A","RIC IX Treveri 46A","ric.9.tri.46A","Gratian","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VRBS-ROMA","Roma seated left on cuirass, holding Victory on globe and reversed spear","375|378","2016-10-24T08:51:27Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1055a","RIC II Hadrian 1055a","ric.2.hdn.1055a","Hadrian","","Spes","Sestertius","","","","","","Struck","Bronze","Rome","L AELIVS CAESAR","Bust of Lucius Aelius Caesar, bare, right","Coin","Lucius Aelius Caesar","","Italy","TR POT COS II S C","Spes, draped, advancing left, holding up flower in right hand and raising skirt with left","137","2017-07-17T15:40:08Z"
"http://numismatics.org/ocre/id/ric.9.tri.45C","RIC IX Treveri 45C","ric.9.tri.45C","Gratian","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VRBS-ROMA","Roma seated left on throne, holding Victory on globe and spear (or, when barb is not shown, ?sceptre)","375|378","2016-10-24T08:51:26Z"
"http://numismatics.org/ocre/id/ric.9.cnp.13E","RIC IX Constantinople 13E","ric.9.cnp.13E","Procopius","","","Siliqua","","","","","","Struck","Silver","Constantinople","D N PROCO-PIVS P F AVG","Bust of Procopius, pearl-diademed, draped and cuirassed, right","Coin","Procopius","","Thrace","","VOT/V within laurel wreath","364|366","2016-10-24T08:42:21Z"
"http://numismatics.org/ocre/id/ric.9.tri.45B","RIC IX Treveri 45B","ric.9.tri.45B","Gratian","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VRBS-ROMA","Roma seated left on throne, holding Victory on globe and spear (or, when barb is not shown, ?sceptre)","375|378","2016-10-24T08:51:26Z"
"http://numismatics.org/ocre/id/ric.9.tri.45A","RIC IX Treveri 45A","ric.9.tri.45A","Gratian","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VRBS-ROMA","Roma seated left on throne, holding Victory on globe and spear","375|378","2016-10-24T08:51:26Z"
"http://numismatics.org/ocre/id/ric.9.tri.44B","RIC IX Treveri 44B","ric.9.tri.44B","Gratian","","","Siliqua","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","","VOT/X/MVLT/XV within laurel wreath","375|378","2016-10-24T08:51:25Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1054a","RIC II Hadrian 1054a","ric.2.hdn.1054a","Hadrian","","Spes|Fortuna","Sestertius","","","","","","Struck","Bronze","Rome","L AELIVS CAESAR","Bust of Lucius Aelius Caesar, bare, right","Coin","Lucius Aelius Caesar","","Italy","TR POT COS II S C","Spes, draped, standing left, holding flower in right hand and raising skirt with left, facing Fortuna, draped, standing right, holding rudder in right hand and cornucopiae in left","137","2017-07-17T15:40:08Z"
"http://numismatics.org/ocre/id/ric.9.tri.44A","RIC IX Treveri 44A","ric.9.tri.44A","Gratian","","","Siliqua","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","","VOT/X/MVLT/XV within laurel wreath","375|378","2016-10-24T08:51:25Z"
"http://numismatics.org/ocre/id/ric.9.tri.43","RIC IX Treveri 43","ric.9.tri.43","Gratian","","Victory","Siliqua","","","","","","Struck","Silver","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","VICTOR-IA AVGGG","Victory advancing left, holding wreath and palm","375|378","2016-10-24T08:51:25Z"
"http://numismatics.org/ocre/id/ric.9.tri.42C","RIC IX Treveri 42C","ric.9.tri.42C","Gratian","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","375|378","2016-10-24T08:51:25Z"
"http://numismatics.org/ocre/id/ric.9.tri.42B","RIC IX Treveri 42B","ric.9.tri.42B","Gratian","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","375|378","2016-10-24T08:51:24Z"
"http://numismatics.org/ocre/id/ric.9.tri.42A","RIC IX Treveri 42A","ric.9.tri.42A","Gratian","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","375|378","2016-10-24T08:51:24Z"
"http://numismatics.org/ocre/id/ric.9.tri.41B","RIC IX Treveri 41B","ric.9.tri.41B","Gratian","","","Heavy miliarensis","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","","VOTIS/X/MVLTIS/XX within laurel wreath","375|378","2016-10-24T08:51:23Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1052","RIC II Hadrian 1052","ric.2.hdn.1052","Hadrian","","","Sestertius","","","","","","Struck","Bronze","Rome","DIVA AVGVSTA SABINA","Bust of Diva Sabina, draped, veiled, wearing wreath of corn-ears, right; hair wrapped in back","Coin","Sabina","","Italy","S C","Eagle standing front on sceptre, head left","136|138","2017-07-17T15:40:08Z"
"http://numismatics.org/ocre/id/ric.9.tri.41A","RIC IX Treveri 41A","ric.9.tri.41A","Gratian","","","Heavy miliarensis","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","","VOTIS/X/MVLTIS/XX within laurel wreath","375|378","2016-10-24T08:51:23Z"
"http://numismatics.org/ocre/id/ric.9.tri.40","RIC IX Treveri 40","ric.9.tri.40","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","VICTORIA-AVGVSTORVM","Victory advancing left, holding wreath and palm","375|378","2016-10-24T08:51:22Z"
"http://numismatics.org/ocre/id/ric.9.tri.4","RIC IX Treveri 4","ric.9.tri.4","Valentinian I","","","Siliqua","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped, cuirassed, right","Coin","Valens","","Gallia","","VOT/V/MVLT/X within wreath","364|367","2016-10-24T08:51:22Z"
"http://numismatics.org/ocre/id/ric.9.tri.39D","RIC IX Treveri 39D","ric.9.tri.39D","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","375|378","2016-10-24T08:51:21Z"
"http://numismatics.org/ocre/id/ric.9.tri.39C","RIC IX Treveri 39C","ric.9.tri.39C","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, rosette-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","375|378","2016-10-24T08:51:20Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1050_as","RIC II Hadrian 1050 (as)","ric.2.hdn.1050_as","Hadrian","","Venus","As","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA","Bust of Sabina, draped, right; hair falling in plait down neck and piled on top behind diadem","Coin","Sabina","","Italy","VENERI GENETRICI S C","Venus, draped, standing left, with right hand drawing drapery from shoulder and holding apple in left hand","128|136","2017-07-17T15:40:07Z"
"http://numismatics.org/ocre/id/ric.9.tri.39B","RIC IX Treveri 39B","ric.9.tri.39B","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENS-P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","375|378","2016-10-24T08:51:19Z"
"http://numismatics.org/ocre/id/ric.9.tri.39A","RIC IX Treveri 39A","ric.9.tri.39A","Gratian","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENS-P F AVG","Bust of Valens, rosette-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","375|378","2016-10-24T08:51:19Z"
"http://numismatics.org/ocre/id/ric.9.tri.38D","RIC IX Treveri 38D","ric.9.tri.38D","Gratian","","Roma","Gold multiple","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","GLORIA RO-MANORVM","Roma, head left, seated facing, on throne, holding globe and spear (but of smaller module)","375|378","2016-10-24T08:51:19Z"
"http://numismatics.org/ocre/id/ric.9.tri.38C","RIC IX Treveri 38C","ric.9.tri.38C","Gratian","","Roma","Gold multiple","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, rosette-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","GLORIA RO-MANORVM","Roma, head left, seated facing, on throne, holding globe and spear (but of smaller module)","375|378","2016-10-24T08:51:18Z"
"http://numismatics.org/ocre/id/ric.9.tri.38B","RIC IX Treveri 38B","ric.9.tri.38B","Gratian","","Roma","Gold multiple","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","GLORIA RO-MANORVM","Roma, head left, seated facing, on throne, holding globe and spear (but of smaller module)","375|378","2016-10-24T08:51:18Z"
"http://numismatics.org/ocre/id/ric.9.tri.38A","RIC IX Treveri 38A","ric.9.tri.38A","Gratian","","Roma","Gold multiple","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, rosette-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","GLORIA RO-MANORVM","Roma, head left, seated facing, on throne, holding globe and spear (but of smaller module)","375|378","2016-10-24T08:51:18Z"
"http://numismatics.org/ocre/id/ric.9.tri.37","RIC IX Treveri 37","ric.9.tri.37","Gratian","","Roma","Gold multiple","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, rosette-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","GLORIA RO-MANORVM","Roma, head left, seated facing, on throne, holding globe and spear","375|378","2016-10-24T08:51:18Z"
"http://numismatics.org/ocre/id/ric.9.tri.36B","RIC IX Treveri 36B","ric.9.tri.36B","Gratian","","Victory|Roma|Constantinopolis","Gold multiple","","","","","","Struck","Gold","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","GLORIA RO-MANORVM","Roma helmeted and Constantinopolis turreted, seated on throne, Roma, facing, holding Victory on globe and sceptre, Constantinopolis, turned towards Roma, right foot on prow, holding Victory on globe and cornucopiae (but of smaller module)","375|378","2016-10-24T08:51:17Z"
"http://numismatics.org/ocre/id/ric.9.tri.36A","RIC IX Treveri 36A","ric.9.tri.36A","Gratian","","Victory|Roma|Constantinopolis","Gold multiple","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","GLORIA RO-MANORVM","Roma helmeted and Constantinopolis turreted, seated on throne, Roma, facing, holding Victory on globe and sceptre, Constantinopolis, turned towards Roma, right foot on prow, holding Victory on globe and cornucopiae (but of smaller module)","375|378","2016-10-24T08:51:17Z"
"http://numismatics.org/ocre/id/ric.9.tri.35","RIC IX Treveri 35","ric.9.tri.35","Gratian","","Victory|Roma|Constantinopolis","Gold multiple","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","GLORIA-RO-MANORVM","Roma helmeted and Constantinopolis turreted, seated on throne, Roma, facing, holding Victory on globe and sceptre, Constantinopolis, turned towards Roma, right foot on prow, holding Victory on globe and cornucopiae","375|378","2016-10-24T08:51:17Z"
"http://numismatics.org/ocre/id/ric.9.tri.34","RIC IX Treveri 34","ric.9.tri.34","Gratian","","","Gold multiple","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, rosette-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","FELIX ADVEN-TVS AVG N•","Emperor, laurel-wreathed and wearing flowing mantle, on horse-back, left, raising right hand","375|378","2016-10-24T08:51:17Z"
"http://numismatics.org/ocre/id/ric.9.tri.33C","RIC IX Treveri 33C","ric.9.tri.33C","Gratian","","","Gold multiple","","","","","","Struck","Gold","Trier","D N VALENTINIANVS IVN P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Gallia","FELIX ADVEN-TVS AVG N","Emperor, laurel-wreathed and wearing flowing mantle, on horse-back, left, raising right hand","375|378","2016-10-24T08:51:17Z"
"http://numismatics.org/ocre/id/ric.9.tri.33B","RIC IX Treveri 33B","ric.9.tri.33B","Gratian","","","Gold multiple","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","FELIX ADVEN-TVS AVG N","Emperor, laurel-wreathed and wearing flowing mantle, on horse-back, left, raising right hand","375|378","2016-10-24T08:51:17Z"
"http://numismatics.org/ocre/id/ric.9.tri.33A","RIC IX Treveri 33A","ric.9.tri.33A","Gratian","","","Gold multiple","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","FELIX ADVEN-TVS AVG N","Emperor, laurel-wreathed and wearing flowing mantle, on horse-back, left, raising right hand","375|378","2016-10-24T08:51:16Z"
"http://numismatics.org/ocre/id/ric.3.ant.14Aa","RIC III Antoninus Pius 14Aa","ric.3.ant.14Aa","Antoninus Pius","","Pietas","Aureus","","","","","","Struck","Gold","Rome","IMP T AEL CAES HADRI ANTONINVS","Head of Antoninus Pius, bare, right","Coin","Antoninus Pius","","Italy","AVG PIVS P M TR P COS DES II","Pietas, draped, standing left next to altar, raising right hand and holding box of incense in left","138","2014-11-04T11:05:21.909Z"
"http://numismatics.org/ocre/id/ric.3.ant.690","RIC III Antoninus Pius 690","ric.3.ant.690","Antoninus Pius","","Securitas","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","SECVRITAS AVG S C","Securitas, draped, standing left, holding vertical sceptre in right hand and resting left arm on column","140|144","2014-11-04T11:02:31.554Z"
"http://numismatics.org/ocre/id/ric.3.ant.13e","RIC III Antoninus Pius 13e","ric.3.ant.13e","Antoninus Pius","","Pietas","Aureus","","","","","","Struck","Gold","Rome","IMP T AEL CAES HADRI ANTONINVS","Head of Antoninus Pius, laureate, left","Coin","Antoninus Pius","","Italy","AVG PIVS P M TR P COS DES II","Pietas, draped, standing right next to altar, raising right hand and holding box of incense in left","138","2014-11-04T11:02:58.931Z"
"http://numismatics.org/ocre/id/ric.3.ant.13b","RIC III Antoninus Pius 13b","ric.3.ant.13b","Antoninus Pius","","Pietas","Aureus","","","","","","Struck","Gold","Rome","IMP T AEL CAES HADRI ANTONINVS","Bust of Antoninus Pius, bare-headed, draped, right","Coin","Antoninus Pius","","Italy","AVG PIVS P M TR P COS DES II","Pietas, draped, standing right next to altar, raising right hand and holding box of incense in left","138","2014-11-04T11:05:00.661Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).226","RIC V Gallienus 226","ric.5.gall(2).226","Gallienus","","Laetitia","Antoninianus","","","","","","Struck","Silver","Rome","GALLIENVS AVG","Bust of Gallienus, radiate, left, holding club or sceptre | Head of Gallienus, radiate, right | Bust of Gallienus, radiate, draped, cuirassed, right | Head of Gallienus, radiate, left | Bust of Gallienus, radiate, wearing imperial mantle, left, holding sceptre surmounted by eagle | Bust of Gallienus, helmeted, radiate, cuirassed, left, holding spear in right hand and shield in left hand | Bust of Gallienus, radiate, cuirassed, right","Coin","Gallienus","","Italy","LAETITIA AVG","Laetitia, draped, standing left, holding wreath in right hand and anchor in left hand","260|268","2015-06-10T14:22:07Z"
"http://numismatics.org/ocre/id/ric.3.ant.12c","RIC III Antoninus Pius 12c","ric.3.ant.12c","Antoninus Pius","","Fides","Denarius","","","","","","Struck","Silver","Rome","IMP T AEL CAES HADRI ANTONINVS","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","AVG PIVS P M TR P COS DES II","Fides standing right, holding corn-ears in right hand and fruit basket in left","138","2014-11-04T11:03:05.877Z"
"http://numismatics.org/ocre/id/ric.3.ant.11d","RIC III Antoninus Pius 11d","ric.3.ant.11d","Antoninus Pius","","Felicitas","Denarius","","","","","","Struck","Silver","Rome","IMP T AEL CAES HADRI ANTONINVS","Head of Antoninus Pius, bare, left","Coin","Antoninus Pius","","Italy","AVG PIVS P M TR P COS DES II","Felicitas, draped, standing left, holding up caduceus in right hand and cornucopiae in left","138","2014-11-04T11:05:17.347Z"
"http://numismatics.org/ocre/id/ric.3.ant.11a","RIC III Antoninus Pius 11a","ric.3.ant.11a","Antoninus Pius","","Felicitas","Denarius","","","","","","Struck","Silver","Rome","IMP T AEL CAES HADRI ANTONINVS","Head of Antoninus Pius, bare, right","Coin","Antoninus Pius","","Italy","AVG PIVS P M TR P COS DES II","Felicitas, draped, standing left, holding up caduceus in right hand and cornucopiae in left","138","2014-11-04T11:04:15.248Z"
"http://numismatics.org/ocre/id/ric.3.ant.9c","RIC III Antoninus Pius 9c","ric.3.ant.9c","Antoninus Pius","","Minerva|Victory","Denarius","","","","","","Struck","Silver","Rome","IMP T AEL CAES HADRI ANTONINVS","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","AVG PIVS P M TR P COS DES II","Minerva, helmeted, draped, standing left, holding Victory on right hand and resting left on shield set on ground; spear rests against left arm","138","2014-11-04T11:04:29.613Z"
"http://numismatics.org/ocre/id/ric.3.ant.8","RIC III Antoninus Pius 8","ric.3.ant.8","Antoninus Pius","","Diana","Denarius","","","","","","Struck","Silver","Rome","IMP T AEL CAES HADRI ANTONINVS","Head of Antoninus Pius, bare, right","Coin","Antoninus Pius","","Italy","AVG PIVS P M TR P COS DES II","Diana, draped, standing left, holding bow in in lowered right hand and arrow raised in left","138","2014-11-04T11:04:46.452Z"
"http://numismatics.org/ocre/id/ric.3.ant.6","RIC III Antoninus Pius 6","ric.3.ant.6","Antoninus Pius","","Pietas","Denarius","","","","","","Struck","Silver","Rome","IMP T AEL CAES HADRI ANTONINVS","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","PONT MAX TR POT COS","Pietas, draped, standing right next to altar, raising right hand and holding box of incense in left","138","2014-11-04T11:05:01.501Z"
"http://numismatics.org/ocre/id/ric.3.ant.5A","RIC III Antoninus Pius 5A","ric.3.ant.5A","Antoninus Pius","","Fides","Denarius","","","","","","Struck","Silver","Rome","IMP T AEL CAES ANTONINVS AVG","Head of Antoninus Pius, bare, right","Coin","Antoninus Pius","","Italy","PONT MAX TR POT COS","Fides standing right, holding corn-ears in right hand and fruit basket in left","138","2014-11-04T11:02:14.632Z"
